fighter_name,Height,Weight,Reach,Stance,DOB
Nah-Shon Burrell,"5' 11""",170 lbs.,"73""",Orthodox,5-Feb-90
Naho Sugiyuma,"5' 1""",105 lbs.,,,3-Feb-78
Nam Phan,"5' 6""",135 lbs.,"70""",Orthodox,13-Mar-83
Nandor Guelmino,"6' 3""",230 lbs.,"76""",,20-Dec-75
Naoki Inoue,"5' 9""",125 lbs.,"71""",Orthodox,14-Jun-97
Naoki Matsushita,"5' 6""",155 lbs.,,Orthodox,
Naoya Ogawa,"6' 4""",255 lbs.,,Orthodox,31-Mar-68
Naoyuki Kotani,"5' 8""",155 lbs.,"66""",Southpaw,8-Dec-81
Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,22-Aug-95
Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,16-Apr-85
Nate James,"6' 0""",185 lbs.,,,29-May-78
Nate Loughran,"6' 2""",185 lbs.,,Orthodox,28-Jul-80
Nate Marquardt,"6' 0""",185 lbs.,"74""",Orthodox,20-Apr-79
Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,3-Mar-83
Nate Moore,"6' 0""",170 lbs.,,,
Nate Quarry,"6' 0""",185 lbs.,"72""",Open Stance,18-Mar-72
Nate Schroeder,"6' 1""",230 lbs.,,,
Nathan Coy,"5' 10""",170 lbs.,"69""",Southpaw,24-Jul-78
Nathan Jones,"6' 11""",345 lbs.,,Orthodox,21-Aug-70
Nathaniel Wood,"5' 6""",135 lbs.,"69""",Orthodox,8-May-93
Nazareno Malegarie,"5' 8""",155 lbs.,"70""",,16-May-86
Neal Ewing,,185 lbs.,,,30-Sep-85
Neil Grove,"6' 6""",265 lbs.,,Orthodox,18-Jan-71
Neil Magny,"6' 3""",170 lbs.,"80""",Orthodox,3-Aug-87
Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,30-Aug-79
Neil Wain,"5' 10""",242 lbs.,,Orthodox,
Neiman Gracie,"6' 0""",170 lbs.,,,
Nicco Montano,"5' 5""",125 lbs.,"65""",Southpaw,16-Dec-88
Nicdali Rivera-Calanoc,"5' 3""",105 lbs.,,,12-Jun-85
Nicholas Sergiacomi,,170 lbs.,,,
Nick Agallar,"5' 8""",155 lbs.,,Orthodox,13-Jan-79
Nick Barnes,"5' 11""",170 lbs.,,,
Nick Bustamante,"5' 9""",170 lbs.,,,
Nick Catone,"6' 0""",185 lbs.,"72""",Southpaw,1-Sep-81
Nick Denis,"5' 7""",135 lbs.,,Orthodox,11-Oct-83
Nick Diaz,"6' 1""",185 lbs.,"76""",Southpaw,2-Aug-83
Nick Ertl,"5' 9""",155 lbs.,,,
Nick Garcia,"5' 4""",125 lbs.,,,
Nick Gibbons,"5' 10""",155 lbs.,,,
Nick Gonzalez,"5' 6""",155 lbs.,,Orthodox,3-Mar-81
Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,24-Apr-84
Nick Newell,"5' 10""",155 lbs.,"74""",Southpaw,17-Mar-86
Nick Nolte,"6' 0""",170 lbs.,,,
Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,30-Dec-84
Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,17-Apr-87
Nick Penner,"6' 4""",205 lbs.,"77""",Southpaw,26-Mar-80
Nick Pica,"5' 10""",185 lbs.,,,
Nick Piedmont,"5' 10""",145 lbs.,,,
Nick Ring,"6' 0""",185 lbs.,"74""",Southpaw,10-Feb-79
Nick Roehrick,"6' 2""",205 lbs.,"75""",Orthodox,6-Jul-87
Nick Rossborough,"6' 5""",205 lbs.,,,18-Nov-81
Nick Sanzo,"5' 9""",190 lbs.,,,
Nick Serra,"5' 9""",170 lbs.,,Orthodox,27-Mar-78
Nick Sperling,,135 lbs.,,,
Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,23-Jun-81
Nick Urso,"5' 6""",125 lbs.,"66""",Southpaw,26-Sep-85
Nico Musoke,"6' 0""",170 lbs.,"75""",Orthodox,5-Apr-86
Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,4-Sep-94
Nicolas Dalby,"5' 11""",170 lbs.,"74""",Orthodox,16-Nov-84
Nik Lentz,"5' 8""",155 lbs.,"68""",Orthodox,13-Aug-84
Nik Theotikos,,185 lbs.,,Orthodox,
Nikita Krylov,"6' 3""",205 lbs.,"77""",Orthodox,7-Mar-92
Nikk Covert,"5' 8""",185 lbs.,,,4-Aug-69
Niklas Backstrom,"6' 1""",145 lbs.,"74""",Orthodox,22-Aug-89
Niko Price,"6' 0""",170 lbs.,"76""",Orthodox,29-Sep-89
Nikolajus Cilkinas,,,,Orthodox,
Nina Ansaroff,"5' 5""",115 lbs.,"64""",Orthodox,3-Dec-85
Ning Guangyou,"5' 4""",145 lbs.,"64""",Southpaw,15-Dec-81
Nissen Osterneck,"6' 2""",185 lbs.,,Orthodox,1-May-81
Noad Lahat,"5' 9""",145 lbs.,"69""",Orthodox,8-Jun-84
Noah Thomas,"5' 9""",135 lbs.,,Orthodox,27-Mar-81
Nobuhiko Takada,"6' 0""",220 lbs.,,Southpaw,12-Apr-62
Nobuhiro Obiya,"5' 8""",145 lbs.,,Orthodox,15-Jan-81
Noe Hernandez,,,,Orthodox,
Nolan Ticman,"5' 6""",125 lbs.,"69""",Orthodox,17-May-88
Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,10-Jun-81
Norifumi Yamamoto,"5' 4""",135 lbs.,"66""",Southpaw,15-Mar-77
Norma Dumont,"5' 7""",135 lbs.,,,1-Oct-90
Norman Parke,"5' 11""",155 lbs.,"70""",,22-Dec-86
OJ Dominguez,,,,,
Ode Osbourne,"5' 7""",135 lbs.,,,9-Jan-92
Olaf Alfonso,"6' 2""",170 lbs.,,Orthodox,6-Aug-74
Oleg Taktarov,"6' 0""",210 lbs.,,Orthodox,26-Aug-67
Oli Thompson,"6' 1""",242 lbs.,"75""",Orthodox,2-Jan-80
Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,10-Aug-91
Olivier Aubin-Mercier,"5' 9""",155 lbs.,"70""",Southpaw,23-Feb-89
Oluwale Bamgbose,"5' 11""",185 lbs.,"78""",Switch,4-Aug-87
Omari Akhmedov,"6' 0""",185 lbs.,"73""",Orthodox,12-Oct-87
Onassis Parungao,"5' 11""",200 lbs.,,,
Orlando Wiet,"5' 10""",170 lbs.,,Southpaw,
Osamu Tachihikari,"6' 5""",300 lbs.,,Orthodox,
Oscar Cota,"6' 2""",230 lbs.,,Orthodox,15-Oct-84
Oskar Piechota,"6' 0""",185 lbs.,"76""",Southpaw,24-Jan-90
Ottman Azaitar,,170 lbs.,,,
Ovince Saint Preux,"6' 3""",205 lbs.,"80""",Southpaw,8-Apr-83
Pablo Alfonso,"5' 8""",145 lbs.,,,9-May-83
Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,16-Sep-83
Pablo Villaseca,"5' 7""",155 lbs.,,,26-Jan-87
Paddy Holohan,"5' 10""",125 lbs.,"69""",Orthodox,3-May-88
Paige VanZant,"5' 4""",115 lbs.,"65""",Orthodox,26-Mar-94
Pannie Kianzad,"5' 7""",145 lbs.,"68""",,8-Dec-91
Papy Abedi,"5' 11""",185 lbs.,"74""",Southpaw,30-Jun-78
Parker Porter,,260 lbs.,,,
Pascal Krauss,"6' 1""",170 lbs.,"72""",Orthodox,19-Apr-87
Pat Audinwood,"6' 0""",155 lbs.,,Orthodox,16-Apr-86
Pat Barry,"5' 11""",235 lbs.,"74""",Orthodox,7-Jul-79
Pat Benson,"5' 9""",155 lbs.,,,
Pat Curran,"5' 9""",145 lbs.,,,31-Aug-87
Pat Healy,"6' 0""",155 lbs.,"74""",Orthodox,20-Jul-83
Pat Miletich,"5' 10""",170 lbs.,,Orthodox,9-Mar-68
Pat Schilling,"5' 8""",145 lbs.,"69""",Orthodox,28-Aug-88
Patricio Freire,"5' 5""",145 lbs.,,,7-Jul-87
Patrick Cote,"5' 11""",170 lbs.,"71""",Orthodox,29-Feb-80
Patrick Cummins,"6' 2""",205 lbs.,"76""",Orthodox,16-Nov-80
Patrick Kaase,"5' 9""",185 lbs.,,,
Patrick Murphy,"6' 0""",170 lbs.,,,
Patrick Smith,"6' 2""",225 lbs.,,Orthodox,28-Aug-63
Patrick Speight,"6' 1""",170 lbs.,,Orthodox,
Patrick Walsh,"5' 11""",185 lbs.,"71""",,28-Nov-88
Patrick Williams,"5' 8""",135 lbs.,"73""",Orthodox,7-Sep-81
Patricky Freire,"5' 7""",155 lbs.,,,1-Jun-86
Paul Bradley,"5' 9""",170 lbs.,,Orthodox,13-Jun-83
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,16-Jan-74
Paul Craig,"6' 3""",205 lbs.,"76""",Orthodox,27-Nov-87
Paul Creighton,"5' 6""",155 lbs.,,Southpaw,4-Jun-70
Paul Daley,"5' 9""",170 lbs.,"76""",Orthodox,21-Feb-83
Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,25-Apr-84
Paul Georgieff,"6' 2""",170 lbs.,,Orthodox,22-Sep-82
Paul Herrera,"5' 10""",185 lbs.,,Orthodox,
Paul Jones,"5' 9""",199 lbs.,,Orthodox,16-Jun-63
Paul Kelly,"5' 9""",155 lbs.,"70""",Orthodox,12-Sep-84
Paul Redmond,"5' 10""",145 lbs.,"70""",Orthodox,20-Oct-86
Paul Rodriguez,"5' 7""",155 lbs.,,Orthodox,
Paul Ruiz,"5' 6""",135 lbs.,,,23-Jun-87
Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,4-Aug-88
Paul Song,,185 lbs.,,,
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,15-Dec-79
Paul Varelans,"6' 8""",300 lbs.,,Orthodox,
Paulo Cesar Silva,"7' 5""",385 lbs.,,Orthodox,21-Jul-63
Paulo Costa,"6' 1""",185 lbs.,"72""",,21-Apr-91
Paulo Filho,"5' 8""",185 lbs.,,Southpaw,24-May-78
Paulo Santos,,,,,
Paulo Thiago,"5' 11""",170 lbs.,"73""",Orthodox,25-Jan-81
Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,26-Jun-70
Pawel Pawlak,"6' 0""",170 lbs.,"73""",Orthodox,8-Feb-89
Pearl Gonzalez,"5' 4""",115 lbs.,"68""",Orthodox,12-Aug-86
Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,7-Sep-86
Pedro Nobre,"5' 5""",135 lbs.,,,13-Feb-86
Pedro Otavio,"6' 3""",245 lbs.,,Orthodox,
Pedro Rizzo,"6' 1""",241 lbs.,,Orthodox,3-May-74
Peggy Morgan,"6' 1""",135 lbs.,"70""",,16-Dec-79
Per Eklund,"5' 10""",155 lbs.,"72""",Orthodox,
Pete Rogers Jr.,"6' 0""",145 lbs.,,,
Pete Sabala,,135 lbs.,,,
Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,5-Aug-82
Pete Spratt,"5' 9""",170 lbs.,,Orthodox,9-Jan-71
Pete Williams,"6' 3""",235 lbs.,,Orthodox,10-Jul-75
Peter Petties,"5' 11""",145 lbs.,"72""",Southpaw,20-Dec-90
Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,11-Jan-87
Petr Yan,"5' 7""",135 lbs.,"67""",Switch,11-Feb-93
Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,16-Apr-76
Phil Cardella,"5' 11""",155 lbs.,,,9-Jul-76
Phil Davis,"6' 2""",205 lbs.,"79""",Orthodox,25-Sep-84
Phil Harris,"5' 4""",125 lbs.,"64""",Orthodox,4-Sep-83
Phil Hawes,"6' 1""",185 lbs.,"70""",Orthodox,8-Jan-89
Phil Johns,"5' 2""",170 lbs.,,Southpaw,22-Oct-68
Philip De Fries,"6' 5""",250 lbs.,"82""",Orthodox,21-Apr-86
Philip Perez,"5' 5""",155 lbs.,,Southpaw,
Philip Preece,"5' 8""",205 lbs.,,Orthodox,
Philipe Lins,"6' 2""",205 lbs.,,,17-Aug-85
Phillip Miller,"5' 11""",185 lbs.,,Orthodox,20-Feb-79
Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,3-Feb-84
Pietro Menga,"5' 7""",125 lbs.,"68""",Southpaw,15-Feb-88
Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,25-Aug-87
Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,15-Dec-88
Polo Reyes,"5' 11""",155 lbs.,"71""",,7-Nov-84
Polyana Viana,"5' 5""",115 lbs.,"67""",Orthodox,14-Jun-92
Poppies Martinez,"5' 9""",145 lbs.,,,19-Aug-83
Priscila Cachoeira,"5' 7""",125 lbs.,"65""",Orthodox,19-Aug-88
Pro Escobedo,,205 lbs.,,,
Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,22-Nov-92
Quinn Mulhern,"6' 3""",155 lbs.,"76""",Orthodox,20-Sep-84
RJ Clifford,,160 lbs.,,,
Rachael Ostovich,"5' 3""",125 lbs.,"62""",Orthodox,25-Feb-91
Rafael Carino,"6' 8""",245 lbs.,,Orthodox,
Rafael Carvalho,"6' 3""",185 lbs.,,,27-Jul-86
Rafael Dias,"5' 9""",145 lbs.,,Orthodox,20-Oct-79
Rafael Dos Anjos,"5' 8""",170 lbs.,"70""",Southpaw,26-Oct-84
Rafael Feijao,"6' 1""",205 lbs.,"73""",Orthodox,14-Apr-80
Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,5-Mar-93
Rafael Freitas,,205 lbs.,,Orthodox,
Rafael Natal,"6' 0""",185 lbs.,"76""",Orthodox,25-Dec-82
Rafael Rebello,"5' 5""",135 lbs.,"67""",Orthodox,16-Oct-80
Rafael Rios,,150 lbs.,,,
Rafael Silva,"5' 7""",135 lbs.,,,20-Mar-85
Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,26-Jan-82
Rainy Martinez,"6' 0""",199 lbs.,,Orthodox,
Raja Shippen,"5' 6""",145 lbs.,,,7-Oct-86
Ralek Gracie,"6' 2""",210 lbs.,,Orthodox,4-Oct-85
Ralph Dillon,"6' 2""",205 lbs.,,Orthodox,
Ralph Gracie,"5' 9""",183 lbs.,,Orthodox,
Ramazan Emeev,"5' 10""",170 lbs.,"76""",Southpaw,23-May-87
Ramazan Kuramagomedov,"6' 0""",170 lbs.,,,
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,18-Apr-84
Ramiz Brahimaj,"5' 10""",170 lbs.,"73""",Orthodox,17-Nov-92
Rampage Jackson,"6' 1""",205 lbs.,"73""",Orthodox,20-Jun-78
Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,1-Apr-88
Randa Markos,"5' 4""",115 lbs.,"63""",Orthodox,10-Aug-85
Randall Wallace,"5' 11""",185 lbs.,"73""",Orthodox,1-Mar-89
Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,8-Jul-90
Randy Costa,"5' 9""",135 lbs.,"73""",Switch,6-Jul-94
Randy Couture,"6' 1""",205 lbs.,"75""",Orthodox,22-Jun-63
Rani Yahya,"5' 6""",135 lbs.,"67""",Orthodox,12-Sep-84
Raoni Barcelos,"5' 7""",135 lbs.,"67""",Orthodox,1-May-87
Raou Raou,"5' 8""",195 lbs.,,Orthodox,
Raphael Assuncao,"5' 5""",135 lbs.,"66""",Orthodox,19-Jul-82
Raphael Butler,"6' 3""",261 lbs.,,,4-Jan-84
Raphael Pessoa,"6' 4""",247 lbs.,,,9-Mar-89
Raquel Pa'aluhi,"5' 7""",135 lbs.,,,
Raquel Pennington,"5' 7""",135 lbs.,"67""",Orthodox,5-Sep-88
Rashad Coulter,"5' 11""",205 lbs.,"76""",Orthodox,27-Nov-81
Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,25-Sep-79
Rashard Lovelace,,155 lbs.,,,
Rashid Magomedov,"5' 9""",155 lbs.,"70""",Orthodox,29-Nov-84
Raul Castillo,"5' 11""",185 lbs.,,Orthodox,
Raul Sandoval,,130 lbs.,,,
Raulian Paiva,"5' 8""",125 lbs.,"69""",Orthodox,17-Oct-95
Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,4-Aug-93
Ray Perales,"5' 10""",170 lbs.,,Orthodox,
Ray Routh,"5' 8""",185 lbs.,,Orthodox,
Ray Sefo,"6' 0""",240 lbs.,,Orthodox,15-Feb-71
Ray Seraille,"6' 3""",246 lbs.,,,
Ray Sloan,"6' 1""",205 lbs.,,,14-Jul-85
Ray Steinbeiss,"5' 11""",170 lbs.,,Orthodox,12-Sep-79
Ray Wizard,,,,,
Raymond Daniels,"6' 2""",185 lbs.,,Southpaw,
Razak Al-Hassan,"6' 2""",205 lbs.,,Orthodox,14-May-82
Reese Andy,"6' 0""",205 lbs.,,Orthodox,31-Mar-73
Reginaldo Vieira,"5' 7""",135 lbs.,"65""",,26-Nov-82
Remco Pardoel,"6' 3""",260 lbs.,,Southpaw,
Remo Cardarelli,,135 lbs.,,,
Renan Barao,"5' 6""",135 lbs.,"70""",Orthodox,31-Jan-87
Renato Moicano,"5' 11""",145 lbs.,"72""",Orthodox,21-May-89
Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,7-Sep-75
Renato Verissimo,"6' 1""",170 lbs.,,Orthodox,3-Aug-73
Rene Kronvold,"5' 8""",170 lbs.,,Orthodox,
Renee Forte,"5' 7""",155 lbs.,"71""",Orthodox,27-Mar-87
Renzo Gracie,"5' 10""",185 lbs.,,Orthodox,11-Mar-67
Reuben Duran,"5' 7""",135 lbs.,"69""",Orthodox,2-Jul-83
Rex Holman,"6' 3""",205 lbs.,,Southpaw,
Rex Richards,"6' 5""",265 lbs.,,,
Reynaldo Trujillo,"5' 9""",155 lbs.,,,1-Jan-82
Reza Madadi,"5' 11""",155 lbs.,"72""",Orthodox,20-Jun-78
Reza Nasri,"5' 11""",205 lbs.,,Orthodox,
Rhadi Ferguson,"5' 7""",205 lbs.,,,
Ricardo Abreu,"5' 11""",185 lbs.,"73""",Orthodox,27-Apr-84
Ricardo Almeida,"6' 0""",170 lbs.,"74""",Orthodox,29-Nov-76
Ricardo Arona,"5' 11""",205 lbs.,,Orthodox,17-Jul-78
Ricardo Barros,"6' 1""",205 lbs.,,,22-Mar-76
Ricardo Funch,"5' 10""",170 lbs.,"76""",Southpaw,14-Aug-80
Ricardo Lamas,"5' 8""",145 lbs.,"71""",Orthodox,21-May-82
Ricardo Morais,"6' 8""",270 lbs.,,Orthodox,26-Feb-67
Ricardo Palacios,"5' 6""",145 lbs.,,Orthodox,5-Jul-87
Ricardo Prasel,"6' 9""",242 lbs.,,,2-Jun-90
Ricardo Ramos,"5' 9""",135 lbs.,"72""",Orthodox,1-Aug-95
Ricardo Romero,"6' 0""",205 lbs.,"76""",Orthodox,15-Apr-78
Ricco Rodriguez,"6' 4""",265 lbs.,,Orthodox,19-Aug-77
Rich Attonito,"5' 10""",170 lbs.,"72""",Orthodox,16-Jun-77
Rich Bouphanouvong,"5' 7""",170 lbs.,,,
Rich Clementi,"5' 9""",155 lbs.,"72""",Southpaw,31-Mar-76
Rich Franklin,"6' 1""",185 lbs.,"75""",Southpaw,5-Oct-74
Richard Crunkilton,"5' 7""",155 lbs.,,Orthodox,25-Nov-79
Richard Dalton,"6' 1""",205 lbs.,,Orthodox,
Richard Odoms,"6' 5""",265 lbs.,"82""",Orthodox,8-May-75
Richard Walsh,"6' 0""",170 lbs.,"73""",,1-Dec-88
Richardson Moreira,"6' 2""",185 lbs.,"72""",Orthodox,31-Mar-84
Richie Hightower,"5' 8""",170 lbs.,,Orthodox,26-Nov-74
Richie Santiago,"5' 7""",135 lbs.,"67""",Southpaw,10-Oct-92
Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,17-Aug-91
Richie Vaculik,"5' 6""",125 lbs.,"69""",Orthodox,19-Jun-83
Rick Davis,"5' 9""",155 lbs.,,Orthodox,
Rick Glenn,"6' 0""",145 lbs.,"70""",Southpaw,12-Apr-89
Rick Roufus,"6' 0""",207 lbs.,,Southpaw,
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,28-Aug-84
Rickson Gracie,"5' 10""",185 lbs.,,Switch,20-Nov-58
Ricky Johnson,"5' 8""",145 lbs.,,Orthodox,
Ricky Legere Jr.,"5' 8""",170 lbs.,,,
Ricky Rainey,"6' 1""",170 lbs.,"77""",Switch,29-Jun-83
Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,31-Aug-92
Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,5-Jun-93
Rico Altamirano,"5' 10""",170 lbs.,,,
Rico DiSciullo,"5' 8""",135 lbs.,"71""",Orthodox,12-Oct-86
Rico Farrington,"6' 4""",170 lbs.,,,19-Jun-89
Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,6-Jan-81
Rilley Dutro,"5' 8""",125 lbs.,"70""",Orthodox,3-Sep-87
Rin Nakai,"5' 1""",135 lbs.,"60""",Orthodox,22-Oct-86
Roan Carneiro,"5' 11""",170 lbs.,"74""",Orthodox,2-Jun-78
Rob Broughton,"6' 2""",265 lbs.,"74""",,3-Mar-83
Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,30-Jul-81
Rob Font,"5' 8""",135 lbs.,"71""",Orthodox,25-Jun-87
Rob Kimmons,"5' 10""",185 lbs.,"73""",Orthodox,30-Jan-81
Rob MacDonald,"6' 3""",205 lbs.,"78""",Orthodox,5-Sep-78
Rob McCullough,"5' 9""",155 lbs.,"69""",Orthodox,26-May-77
Rob Sinclair,"5' 8""",155 lbs.,,,20-Feb-80
Rob Whiteford,"5' 9""",145 lbs.,"69""",Southpaw,12-Apr-83
Rob Wilkinson,"6' 3""",185 lbs.,"80""",Orthodox,22-Feb-92
Rob Yundt,"6' 1""",185 lbs.,,Orthodox,5-May-80
Robbie Lawler,"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82
Robert Breslin,"5' 11""",155 lbs.,,,
Robert Densley,"5' 9""",155 lbs.,,,
Robert Drysdale,"6' 3""",205 lbs.,"78""",Orthodox,5-Oct-81
Robert Lucarelli,"6' 2""",245 lbs.,,,
Robert Peralta,"5' 8""",145 lbs.,"71""",Orthodox,14-Mar-86
Robert Whittaker,"6' 0""",185 lbs.,"73""",Orthodox,20-Dec-90
Roberta Rovel,"5' 8""",145 lbs.,,,
Roberto Sanchez,"5' 6""",125 lbs.,"66""",Orthodox,5-Mar-86
Roberto Traven,"6' 3""",227 lbs.,,Orthodox,16-Sep-68
Rocky Lee,"5' 9""",145 lbs.,"68""",Orthodox,8-Apr-87
Rocky Long,,145 lbs.,,,18-Feb-78
Rodney Faverus,"6' 0""",215 lbs.,,Southpaw,
Rodney Wallace,"5' 9""",205 lbs.,"72""",Switch,21-Nov-81
Rodolfo Marques Diniz,"5' 6""",135 lbs.,,,23-Jan-84
Rodolfo Rubio,"5' 5""",145 lbs.,"66""",Orthodox,29-Jan-87
Rodrigo Damm,"5' 7""",155 lbs.,"71""",Orthodox,3-Feb-80
Rodrigo Gracie,"6' 0""",183 lbs.,,Orthodox,11-Apr-75
Rodrigo Gripp de Sousa,"5' 11""",205 lbs.,,Orthodox,
Rodrigo Nascimento,"6' 3""",246 lbs.,,,26-Nov-92
Rodrigo Ruas,"5' 10""",185 lbs.,,Orthodox,6-Oct-77
Rodrigo de Lima,"5' 7""",155 lbs.,"75""",Orthodox,12-Mar-91
Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,5-Dec-82
Roger Carroll,"5' 10""",170 lbs.,,,
Roger Gracie,"6' 4""",185 lbs.,"79""",Orthodox,26-Sep-81
Roger Hollett,"5' 11""",205 lbs.,"70""",Orthodox,8-Oct-78
Roger Huerta,"5' 9""",155 lbs.,"70""",Orthodox,20-May-83
Roger Narvaez,"6' 3""",185 lbs.,"79""",Southpaw,9-Sep-83
Roger Zapata,"5' 11""",170 lbs.,"74""",Southpaw,9-May-86
Rogerio Bontorin,"5' 6""",125 lbs.,"67""",Orthodox,25-Apr-92
Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,2-Jun-76
Roland Delorme,"5' 9""",135 lbs.,"71""",Orthodox,18-Dec-83
Roland Payne,"5' 9""",205 lbs.,,Orthodox,
Rolando Delgado,"6' 3""",155 lbs.,"77""",Orthodox,22-Nov-81
Rolando Dy,"5' 8""",145 lbs.,"69""",Orthodox,11-Aug-90
Rolando Perez,"5' 8""",135 lbs.,,Orthodox,
Roldan Sangcha-an,"5' 4""",125 lbs.,"65""",Orthodox,4-Dec-90
Rolles Gracie,"6' 4""",242 lbs.,,Orthodox,14-Jul-78
Roman Dolidze,"6' 3""",205 lbs.,,,15-Jul-88
Roman Kopylov,"6' 0""",185 lbs.,,,4-May-91
Roman Mitichyan,"5' 10""",170 lbs.,,Orthodox,4-Sep-78
Roman Salazar,"5' 7""",135 lbs.,"67""",Orthodox,21-Feb-88
Roman Zentsov,"6' 1""",230 lbs.,,Orthodox,10-Sep-73
Romie Aram,"5' 10""",170 lbs.,,Orthodox,2-Dec-77
Ron Faircloth,"5' 9""",205 lbs.,,Orthodox,16-Aug-79
Ron Fields,"6' 2""",200 lbs.,,Orthodox,18-Nov-74
Ron Henderson,"5' 10""",125 lbs.,,,
Ron Keslar,,185 lbs.,,,
Ron Sparks,"6' 5""",265 lbs.,,,
Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,25-Jan-83
Ron Waterman,"6' 2""",280 lbs.,,Orthodox,23-Nov-65
Ron van Clief,"5' 10""",190 lbs.,,Orthodox,25-Jan-43
Ronald Carillo,,125 lbs.,,,
Ronald Jhun,"5' 11""",170 lbs.,,Orthodox,21-Sep-70
Ronaldo Candido,"5' 6""",125 lbs.,,Southpaw,24-Apr-89
Ronda Rousey,"5' 7""",135 lbs.,"68""",Orthodox,1-Feb-87
Ronny Markes,"6' 1""",185 lbs.,"75""",Orthodox,21-Apr-88
Rony Jason,"5' 7""",145 lbs.,"70""",Orthodox,21-Mar-84
Rony Sefo,"5' 9""",225 lbs.,,Orthodox,
Ronys Torres,"5' 7""",155 lbs.,,Orthodox,13-Aug-75
Roosevelt Roberts,"6' 2""",155 lbs.,"73""",Orthodox,11-Feb-94
Rory MacDonald,"6' 0""",170 lbs.,"76""",Orthodox,22-Jul-89
Rory Markham,"6' 0""",170 lbs.,"71""",Orthodox,25-Mar-82
Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,28-May-76
Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,29-Jun-92
Roshaun Jones,"5' 8""",135 lbs.,,,
Rosi Sexton,"5' 3""",135 lbs.,"63""",Orthodox,16-Jul-77
Ross Ebanez,"5' 9""",154 lbs.,,Southpaw,18-May-75
Ross Pearson,"5' 8""",155 lbs.,"69""",Orthodox,26-Sep-84
Ross Pointon,"5' 8""",170 lbs.,,Orthodox,18-Feb-80
Rostem Akman,"5' 10""",170 lbs.,"72""",Switch,19-Dec-91
Rousimar Palhares,"5' 8""",170 lbs.,"71""",Orthodox,26-Feb-80
Roxanne Modafferi,"5' 7""",125 lbs.,"69""",,24-Sep-82
Roy Boughton,"6' 0""",205 lbs.,,,
Roy Jones,,205 lbs.,,,26-Oct-83
Roy Nelson,"6' 0""",263 lbs.,"72""",Orthodox,20-Jun-76
Royce Alger,"5' 10""",199 lbs.,,Orthodox,
Royce Gracie,"6' 1""",175 lbs.,,Southpaw,12-Dec-66
Royler Gracie,"5' 8""",150 lbs.,,Southpaw,6-Dec-65
Royston Wee,"5' 7""",135 lbs.,"67""",Orthodox,15-Nov-86
Ruan Potts,"6' 2""",247 lbs.,"75""",Orthodox,23-Feb-78
Ruben Villareal,"6' 4""",265 lbs.,,Orthodox,1-May-70
Rubens Xavier,"6' 3""",220 lbs.,,Orthodox,
